id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_id,player_of_match,umpire1,umpire2,umpire3,,,
7916,IPL-2018,Mumbai,24-04-2018,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,31,0,0,Rashid Khan,C Shamshuddin,S Ravi,A.D Deshmukh,,,
7917,IPL-2018,Bengaluru,25-04-2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,0,MS Dhoni,Nigel Llong,Virender Kumar Sharma,Anil Chaudhary,,,
7918,IPL-2018,Hyderabad,26-04-2018,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,13,0,0,AS Rajpoot,O Nandan,Yeshwant Barde,Rod Tucker,,,
7919,IPL-2018,Delhi,27-04-2018,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Daredevils,55,0,0,SS Iyer,C Shamshuddin,S Ravi,A Nanda Kishore,,,
7920,IPL-2018,Pune,28-04-2018,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,0,RG Sharma,Chris Gaffaney,Nitin Menon,Anil Dandekar,,,
7921,IPL-2018,Jaipur,29-04-2018,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,11,0,0,KS Williamson,Bruce Oxenford,A Nanda Kishore,S Ravi,,,
7922,IPL-2018,Bengaluru,29-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,0,CA Lynn,Nigel Llong,Anil Chaudhary,Virender Kumar Sharma,,,
7923,IPL-2018,Pune,30-04-2018,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,13,0,0,SR Watson,C Shamshuddin,Anil Dandekar,O Nandan,,,
7924,IPL-2018,Bengaluru,2018-01-05,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,14,0,0,TG Southee,Marais Erasmus,Nitin Menon,Yeshwant Barde,,,
7925,IPL-2018,Delhi,2018-02-05,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,1,Delhi Daredevils,4,0,0,RR Pant,O Nandan,Virender Kumar Sharma,Bruce Oxenford,,,
7926,IPL-2018,Kolkata,2018-03-05,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,0,SP Narine,Kumar Dharmasena,A.D Deshmukh,Anil Chaudhary,,,
7927,IPL-2018,Indore,2018-04-05,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,0,AS Yadav,S Ravi,Anil Dandekar,C Shamshuddin,,,
7928,IPL-2018,Pune,2018-05-05,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,0,RA Jadeja,Nitin Menon,Yeshwant Barde,Marais Erasmus,,,
7929,IPL-2018,Hyderabad,2018-05-05,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,7,0,Rashid Khan,Bruce Oxenford,O Nandan,Virender Kumar Sharma,,,
7930,IPL-2018,Mumbai,2018-06-05,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,13,0,0,HH Pandya,Kumar Dharmasena,A.D Deshmukh,Anil Chaudhary,,,
7931,IPL-2018,Indore,2018-06-05,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,0,M Ur Rahman,C Shamshuddin,S Ravi,Anil Dandekar,,,
7932,IPL-2018,Hyderabad,2018-07-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,5,0,0,KS Williamson,Bruce Oxenford,Virender Kumar Sharma,O Nandan,,,
7933,IPL-2018,Jaipur,2018-08-05,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,15,0,0,JC Buttler,Marais Erasmus,Nitin Menon,Yeshwant Barde,,,
7934,IPL-2018,Kolkata,2018-09-05,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,102,0,0,Ishan Kishan,Anil Chaudhary,K Ananthapadmanabhan,Kumar Dharmasena,,,
7935,IPL-2018,Delhi,2018-10-05,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,9,0,S Dhawan,C Shamshuddin,Anil Dandekar,S Ravi,,,
7936,IPL-2018,Jaipur,2018-11-05,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,4,0,JC Buttler,Marais Erasmus,Yeshwant Barde,Nitin Menon,,,
7937,IPL-2018,Indore,2018-12-05,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,31,0,0,SP Narine,O Nandan,Virender Kumar Sharma,Bruce Oxenford,,,
7938,IPL-2018,Delhi,2018-12-05,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,0,AB de Villiers,Kumar Dharmasena,Anil Chaudhary,K Ananthapadmanabhan,,,
7939,IPL-2018,Pune,13-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,0,AT Rayudu,Marais Erasmus,Yeshwant Barde,Anil Dandekar,,,
7940,IPL-2018,Mumbai,13-05-2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,0,JC Buttler,Nitin Menon,S Ravi,C Shamshuddin,,,
7941,IPL-2018,Indore,14-05-2018,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,0,UT Yadav,Bruce Oxenford,Virender Kumar Sharma,O Nandan,,,
7942,IPL-2018,Kolkata,15-05-2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,0,Kuldeep Yadav,Kumar Dharmasena,Anil Chaudhary,Vineet Kulkarni,,,
7943,IPL-2018,Mumbai,16-05-2018,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,3,0,0,JJ Bumrah,Marais Erasmus,Nitin Menon,Yeshwant Barde,,,
7944,IPL-2018,Bengaluru,17-05-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,14,0,0,AB de Villiers,S Ravi,Anil Dandekar,C Shamshuddin,,,
7945,IPL-2018,Delhi,18-05-2018,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Daredevils,34,0,0,HV Patel,Kumar Dharmasena,Vineet Kulkarni,O Nandan,,,
7946,IPL-2018,Jaipur,19-05-2018,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,30,0,0,S Gopal,Bruce Oxenford,Virender Kumar Sharma,C Shamshuddin,,,
7947,IPL-2018,Hyderabad,19-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,5,0,CA Lynn,Anil Chaudhary,S Ravi,Anil Dandekar,,,
7948,IPL-2018,Delhi,20-05-2018,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Delhi Daredevils,11,0,0,A Mishra,Kumar Dharmasena,O Nandan,Vineet Kulkarni,,,
7949,IPL-2018,Pune,20-05-2018,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,0,L Ngidi,Nitin Menon,Yeshwant Barde,Marais Erasmus,,,
7950,IPL-2018,Mumbai,22-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,2,0,F du Plessis,Marais Erasmus,C Shamshuddin,S Ravi,,,
7951,IPL-2018,Kolkata,23-05-2018,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,25,0,0,AD Russell,Nitin Menon,Anil Chaudhary,Kumar Dharmasena,,,
7952,IPL-2018,Kolkata,25-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,14,0,0,Rashid Khan,Nitin Menon,Kumar Dharmasena,Anil Chaudhary,,,
7953,IPL-2018,Mumbai,27-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,0,SR Watson,Marais Erasmus,S Ravi,Nitin Menon,,,
11137,IPL-2019,Chennai,23-03-2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,0,Harbhajan Singh,Bruce Oxenford,Anil Dandekar,Nitin Menon,,,
11138,IPL-2019,Kolkata,24-03-2019,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,0,AD Russell,Chris Gaffaney,Anil Chaudhary,Vineet Kulkarni,,,
11139,IPL-2019,Mumbai,24-03-2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,37,0,0,RR Pant,S Ravi,Yeshwant Barde,O Nandan,,,
11140,IPL-2019,Jaipur,25-03-2019,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,14,0,0,CH Gayle,C Shamshuddin,KN Anantapadmanabhan,Bruce Oxenford,,,
11141,IPL-2019,Delhi,26-03-2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,0,6,0,SR Watson,Marais Erasmus,Nitin Menon,Anil Dandekar,,,
11142,IPL-2019,Kolkata,27-03-2019,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28,0,0,AD Russell,Anil Chaudhary,Vineet Kulkarni,Chris Gaffaney,,,
11143,IPL-2019,Bengaluru,28-03-2019,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,6,0,0,JJ Bumrah,S Ravi,O Nandan,Yeshwant Barde,,,
11144,IPL-2019,Hyderabad,29-03-2019,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,0,5,0,Rashid Khan,Bruce Oxenford,C Shamshuddin,KN Anantapadmanabhan,,,
11145,IPL-2019,Mohali,30-03-2019,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,8,0,MA Agarwal,Vineet Kulkarni,Chris Gaffaney,Anil Chaudhary,,,
11146,IPL-2019,Delhi,30-03-2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,tie,0,Delhi Capitals,0,0,0,P Shaw,Anil Dandekar,Nitin Menon,Marais Erasmus,,,
11147,IPL-2019,Hyderabad,31-03-2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,118,0,0,J Bairstow,S Ravi,KN Anantapadmanabhan,C Shamshuddin,,,
11148,IPL-2019,Chennai,31-03-2019,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,8,0,0,MS Dhoni,O Nandan,Yeshwant Barde,Bruce Oxenford,,,
11149,IPL-2019,Mohali,2019-01-04,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,14,0,0,S Curran,Anil Chaudhary,Chris Gaffaney,Vineet Kulkarni,,,
11150,IPL-2019,Jaipur,2019-02-04,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,0,S Gopal,Marais Erasmus,Anil Dandekar,Nitin Menon,,,
11151,IPL-2019,Mumbai,2019-03-04,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,37,0,0,HH Pandya,Bruce Oxenford,Rod Tucker,Yeshwant Barde,,,
11152,IPL-2019,Delhi,2019-04-04,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,0,J Bairstow,C Shamshuddin,KN Anantapadmanabhan,S Ravi,,,
11153,IPL-2019,Bengaluru,2019-05-04,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,0,AD Russell,Anil Chaudhary,Chris Gaffaney,O Nandan,,,
11309,IPL-2019,Chennai,2019-06-04,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22,0,0,Harbhajan Singh,KN Ananthapadmanabhan,Rod Tucker,C Shamshuddin,,,
11310,IPL-2019,Hyderabad,2019-06-04,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,40,0,0,A Joseph,Anil Dandekar,Nitin Menon,Marais Erasmus,,,
11311,IPL-2019,Bengaluru,2019-07-04,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,0,K Rabada,S Ravi,Yeshwant Barde,O Nandan,,,
11312,IPL-2019,Jaipur,2019-07-04,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,0,H Gurney,Chris Gaffaney,Anil Chaudhary,Bruce Oxenford,,,
11313,IPL-2019,Mohali,2019-08-04,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,0,KL Rahul,Marais Erasmus,Anil Dandekar,Nitin Menon,,,
11314,IPL-2019,Chennai,2019-09-04,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,0,DL Chahar,Rod Tucker,C Shamshuddin,Ulhas Gandhe,,,
11315,IPL-2019,Mumbai,2019-10-04,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,3,0,KA Pollard,Yeshwant Barde,S Ravi,O Nandan,,,
11316,IPL-2019,Jaipur,2019-11-04,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,0,MS Dhoni,Bruce Oxenford,Ulhas Gandhe,Chris Gaffaney,,,
11317,IPL-2019,Kolkata,2019-12-04,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,0,S Dhawan,Yeshwant Barde,O Nandan,Rod Tucker,,,
11318,IPL-2019,Mumbai,13-04-2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,0,JC Buttler,Nitin Menon,Nanda Kishore,Marais Erasmus,,,
11319,IPL-2019,Mohali,13-04-2019,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,0,AB de Villiers,S Ravi,Ulhas Gandhe,Nigel Llong,,,
11320,IPL-2019,Kolkata,14-04-2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,0,Imran Tahir,Rod Tucker,O Nandan,Yeshwant Barde,,,
11321,IPL-2019,Hyderabad,14-04-2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,39,0,0,K Paul,Anil Chaudhary,Bruce Oxenford,Chris Gaffaney,,,
11322,IPL-2019,Mumbai,15-04-2019,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,0,SL Malinga,Marais Erasmus,Nitin Menon,Nanda Kishore,,,
11323,IPL-2019,Mohali,16-04-2019,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,12,0,0,R Ashwin,Anil Chaudhary,Vineet Kulkarni,S Ravi,,,
11324,IPL-2019,Hyderabad,17-04-2019,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Sunrisers Hyderabad,0,6,0,DA Warner,Ian Gould,Ulhas Gandhe,C Shamshuddin,,,
11325,IPL-2019,Delhi,18-04-2019,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,40,0,0,HH Pandya,Nigel Llong,Bruce Oxenford,Anil Chaudhary,,,
11326,IPL-2019,Kolkata,19-04-2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,10,0,0,V Kohli,Ian Gould,Nitin Menon,Anil Dandekar,,,
11327,IPL-2019,Jaipur,20-04-2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,0,SPD Smith,S Ravi,Yeshwant Barde,O Nandan,,,
11328,IPL-2019,Delhi,20-04-2019,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,0,SS Iyer,Ulhas Gandhe,C Shamshuddin,Bruce Oxenford,,,
11329,IPL-2019,Hyderabad,21-04-2019,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,0,K Ahmed,Nitin Menon,Nigel Llong,Ian Gould,,,
11330,IPL-2019,Bengaluru,21-04-2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,1,0,0,PA Patel,Vineet Kulkarni,Rod Tucker,Anil Chaudhary,,,
11331,IPL-2019,Jaipur,22-04-2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,0,RR Pant,S Ravi,Nanda Kishore,Yeshwant Barde,,,
11332,IPL-2019,Chennai,23-04-2019,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,0,SR Watson,Nigel Llong,Anil Chaudhary,Vineet Kulkarni,,,
11333,IPL-2019,Bengaluru,24-04-2019,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,17,0,0,AB de Villiers,Bruce Oxenford,C Shamshuddin,Rod Tucker,,,
11334,IPL-2019,Kolkata,25-04-2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,0,VR Aaron,Ian Gould,Anil Dandekar,Nitin Menon,,,
11335,IPL-2019,Chennai,26-04-2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,46,0,0,RG Sharma,Nigel Llong,Anil Chaudhary,Vineet Kulkarni,,,
11336,IPL-2019,Jaipur,27-04-2019,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,0,JD Unadkat,Yeshwant Barde,Nand Kishore,Sundaram Ravi,,,
11337,IPL-2019,Delhi,28-04-2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,16,0,0,S Dhawan,Bruce Oxenford,KN Ananthapadmanabhan,C Shamshuddin,,,
11338,IPL-2019,Kolkata,28-04-2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,34,0,0,AD Russell,Ian Gould,Nitin Menon,Anil Dandekar,,,
11339,IPL-2019,Hyderabad,29-04-2019,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,45,0,0,DA Warner,S Ravi,O Nandan,Nanda Kishore,,,
11340,IPL-2019,Bengaluru,30-04-2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,0,,0,0,0,,Nigel Llong,Ulhas Gandhe,Anil Chaudhary,,,
11341,IPL-2019,Chennai,2019-01-05,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,80,0,0,MS Dhoni,Anil Dandekar,Nitin Menon,Ian Gould,,,
11342,IPL-2019,Mumbai,2019-02-05,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,tie,0,Mumbai Indians,0,0,0,JJ Bumrah,S Ravi,O Nandan,Nanda Kishore,,,
11343,IPL-2019,Mohali,2019-03-05,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,0,S Gill,Bruce Oxenford,C Shamshuddin,KN Ananthapadmanabhan,,,
11344,IPL-2019,Delhi,2019-04-05,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,5,0,A Mishra,Ian Gould,Anil Dandekar,Nitin Menon,,,
11345,IPL-2019,Bengaluru,2019-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,0,S Hetmyer,Nigel Llong,Anil Chaudhary,Ulhas Gandhe,,,
11346,IPL-2019,Mohali,2019-05-05,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,0,KL Rahul,KN Ananthapadmanabhan,C Shamshuddin,Bruce Oxenford,,,
11347,IPL-2019,Mumbai,2019-05-05,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,0,HH Pandya,Nanda Kishore,O Nandan,S Ravi,,,
11412,IPL-2019,Chennai,2019-07-05,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,0,6,0,AS Yadav,Nigel Llong,Nitin Menon,Ian Gould,,,
11413,IPL-2019,Visakhapatnam,2019-08-05,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,0,RR Pant,,,,,,
11414,IPL-2019,Visakhapatnam,2019-10-05,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,0,F du Plessis,Sundaram Ravi,Bruce Oxenford,Chettithody Shamshuddin,,,
11415,IPL-2019,Hyderabad,2019-12-05,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,0,JJ Bumrah,Nitin Menon,Ian Gould,Nigel Llong,,,
